295 16 3783 40 290 682 1018 4356 6121 366 16 12595 4 3 10783 35 3 10589 10 3 494 8 8991 4 775 3 2410 1812 2 	6 2 6 2 7 0 1 6 6 6 2 6 2 5 0 4 5 0 4 5 0 4 6 2 4 5 7 0 2 
533 106 1722 8 7 7513 5410 33 23 3829 145 1464 14 153 5 204 2 534 	2 5 0 4 5 7 0 9 9 1 3 0 4 0 11 1 2 2 
13415 40 476 2236 1353 13 32 53 17518 61 195 890 3830 1623 10 1652 2 	6 2 7 0 1 13 3 9 1 4 12 7 0 1 4 6 2 
1283 8 70 63 168 514 46 158 789 8 3 6442 8 3 8588 41 	12 4 3 9 9 1 4 12 0 4 5 6 4 5 6 2 
27 14960 10 191 11 3885 5 3 142 1270 4 56 26 48 23 60 316 4267 13656 14240 22661 9999 35 7 341 604 536 8 3 16648 9581 103 10 3 7889 2 	5 6 4 6 1 7 4 5 6 6 2 8 3 9 1 13 1 6 6 6 8 1 4 5 7 0 0 4 5 6 0 8 4 5 0 2 
27 1331 21 168 514 46 3 668 8 51 2502 1014 2 	5 7 9 9 1 4 5 0 4 5 0 0 2 
108 1470 55 49 21 20137 3 587 20 72 3351 2338 2 	3 1 13 3 9 1 5 0 4 3 0 0 2 
27 3830 63 1623 10 3 13984 6 366 16 1140 18364 8 3 1049 2 	5 0 9 1 4 5 6 10 6 2 6 0 4 5 0 2 
1198 3 4432 21 328 162 5 450 1741 10 10300 6 4463 61 1257 3830 4 9 36 38 166 3 689 13 3 8083 735 5 20786 3 476 448 74 5627 2 	13 5 0 9 8 1 11 1 0 13 1 10 1 4 0 0 2 3 9 11 1 5 0 13 5 6 1 11 1 5 7 0 8 7 2 
68 21365 44 172 140 8 3 3196 1977 77 63 11032 322 14 3 91 753 10 968 2 	3 1 3 8 8 4 5 6 0 3 9 8 1 4 5 7 0 4 6 2 
295 16 3783 40 5057 1018 7 913 8 3 14553 6249 1800 139 10407 90 10 5146 2 	6 2 6 2 0 1 5 0 4 5 6 6 6 13 1 3 4 6 2 
27 1121 5419 8 15136 3734 1353 13 2968 53 5459 1650 2527 10 5146 4 22867 54 53 71 7 358 2302 10 3 219 8 19890 2 	5 0 0 4 6 6 1 13 0 9 1 12 0 4 6 2 13 3 9 1 5 7 0 4 5 0 4 0 2 
443 969 3425 53 19889 7 18002 4072 6 72 650 248 32 63 19 65 116 243 2 	4 6 0 9 1 5 7 0 10 3 0 13 3 1 4 3 0 8 2 
123 16219 4 8646 3734 4 147 223 2063 63 2724 143 32 84 23 9895 2 	4 6 2 6 6 2 12 0 0 9 1 13 3 9 9 1 2 
